text,intent
What is machine learning and what are its core paradigms?,machine_learning
Give me an example of give me some motivation right now,motivation
Do you know explain divide and conquer algorithms with merge sort step by step,algorithms
I'm curious about who is chatting with you right now please,user_name_query
"Atlas, how are you doing today right now",how_are_you
"Can you tell me, how can i contact support step by step",contact
I'm curious about who built atlas in clean code,creator
Can you help me with explain database sharding strategies and consistent hashing for beginners,system_design
I'm curious about good evening right now,greeting
"Can you tell me, inspire me to study and build projects right now",motivation
Please tell me explain divide and conquer algorithms with merge sort with code snippet,algorithms
"Hey Atlas, explain correlation vs causation with pearson correlation with an example",data_science
How do I can you assist me with something in clean code,help
I'm curious about how to securely store api keys and environment variables right now,cybersecurity
"What is the best way to explain array methods: map, filter, reduce, foreach please",javascript
What is the best way to i'm not happy with this response in clean code,negative_feedback
"Atlas, explain cross-site request forgery (csrf) protection step by step",cybersecurity
Show me how to how does next.js app router and server components work?,web_development
summarize it in one line,summarize_simplify
How do I write a sql query to find duplicate records in a table with an example,database_sql
Kindly explain how have you been with best practices,how_are_you
What is the best way to do you have my name in your database with best practices,user_name_query
"I want to ask, ajskdhfkjahsdfkjh with code snippet",unknown
I'm curious about write a dockerfile for a node.js express application?,git_devops
Do you know explain git rebase vs git merge for beginners,git_devops
Can you help me with say my name in clean code,user_name_query
"I want to ask, explain cross-site request forgery (csrf) protection with code snippet",cybersecurity
Help me understand who programmed this bot step by step,creator
Teach me about are you atlas with best practices,bot_identity
Please tell me can you hack into someone's private email right now,unsupported_tasks
"Quick question: i have imposter syndrome, give me encouragement in detail",motivation
Teach me about thanks a lot!,thanks
Kindly explain what are python dunder magic methods like __init__ with best practices,python
Could you please explain qpowieurytlaksjdhfg for beginners,unknown
How do I can you make a reservation at a restaurant for tonight for beginners,unsupported_tasks
